header,title,titleUrl,time,products,details,activityControls,subtitles,description,timestamp,date,hour,day_of_week,channel,video_title,activity_type,cleaned_channel,focus_category,is_edu_watch
YouTube,Watched https://www.youtube.com/watch?v=OOQzfeI1Nys,https://www.youtube.com/watch?v=OOQzfeI1Nys,2025-10-02T02:34:00.536Z,['YouTube'],,['YouTube watch history'],,,2025-10-02 02:34:00.536000+00:00,2025-10-02,2,Thursday,Unknown,Watched https://www.youtube.com/watch?v=OOQzfeI1Nys,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=HF66SOFnXIw,https://www.youtube.com/watch?v=HF66SOFnXIw,2025-10-02T02:32:17.505Z,['YouTube'],,['YouTube watch history'],,,2025-10-02 02:32:17.505000+00:00,2025-10-02,2,Thursday,Unknown,Watched https://www.youtube.com/watch?v=HF66SOFnXIw,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched Her answer won my heart ❤️💓💯✅|| ias motivation|| UPSC toppers|| ias toppers interview,https://www.youtube.com/watch?v=vNrqoAx4-To,2025-10-02T02:31:21.133Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Aspirant Chronicles', 'url': 'https://www.youtube.com/channel/UCxqp54AvPx3AA0zG2TTvGFA'}]",,2025-10-02 02:31:21.133000+00:00,2025-10-02,2,Thursday,Aspirant Chronicles,Watched Her answer won my heart ❤️💓💯✅|| ias motivation|| UPSC toppers|| ias toppers interview,Video,,Education & Exam Prep,1
YouTube,Watched maturity #motivation #shorts #ytshorts #quotes #life #lifequotes #youtube,https://www.youtube.com/watch?v=ua4WPR4kf-4,2025-10-02T02:29:57.838Z,['YouTube'],,['YouTube watch history'],"[{'name': 'life lessons', 'url': 'https://www.youtube.com/channel/UCK7dKRipG8rfBpm_xLCZVuw'}]",,2025-10-02 02:29:57.838000+00:00,2025-10-02,2,Thursday,life lessons,Watched maturity #motivation #shorts #ytshorts #quotes #life #lifequotes #youtube,Video,,General Entertainment / Other,0
YouTube,Watched Train Your Mouth to Talk || Graded Reader || Speak Fluently English ✅️,https://www.youtube.com/watch?v=WVZH_PQUtz8,2025-10-02T01:39:47.842Z,['YouTube'],,['YouTube watch history'],"[{'name': 'English Avenue', 'url': 'https://www.youtube.com/channel/UCpDd9PNiPHb12yyWo2miyog'}]",,2025-10-02 01:39:47.842000+00:00,2025-10-02,1,Thursday,English Avenue,Watched Train Your Mouth to Talk || Graded Reader || Speak Fluently English ✅️,Video,,Data Science & Tech,1
YouTube,Watched Train Your Mouth to Talk || Graded Reader || Speak Fluently English ✅️,https://www.youtube.com/watch?v=WVZH_PQUtz8,2025-10-01T14:53:00.892Z,['YouTube'],,['YouTube watch history'],"[{'name': 'English Avenue', 'url': 'https://www.youtube.com/channel/UCpDd9PNiPHb12yyWo2miyog'}]",,2025-10-01 14:53:00.892000+00:00,2025-10-01,14,Wednesday,English Avenue,Watched Train Your Mouth to Talk || Graded Reader || Speak Fluently English ✅️,Video,,Data Science & Tech,1
YouTube,Watched Become a Data Analyst WITHOUT Cold Applying | Hiring Manager Tips,https://www.youtube.com/watch?v=cZI0p_-4bk8,2025-10-01T14:11:38.590Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Christine Jiang', 'url': 'https://www.youtube.com/channel/UC1BfD4tqpp-M7Y6zaAypupA'}]",,2025-10-01 14:11:38.590000+00:00,2025-10-01,14,Wednesday,Christine Jiang,Watched Become a Data Analyst WITHOUT Cold Applying | Hiring Manager Tips,Video,,Data Science & Tech,1
YouTube,"Viewed Want to grow faster at work? 🚀

Then avoid these 8 mistakes that quietly hold people back.",https://www.youtube.com/post/UgkxYeNWbiQJHH3mkHoXK0gzDr8nWYmt3je5,2025-09-30T15:47:51.091Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Freshers GPT', 'url': 'https://www.youtube.com/channel/UCQciAaAlXspLrG-XhPMDgOg'}]",,2025-09-30 15:47:51.091000+00:00,2025-09-30,15,Tuesday,Freshers GPT,"Viewed Want to grow faster at work? 🚀

Then avoid these 8 mistakes that quietly hold people back.",Video,,General Entertainment / Other,0
YouTube,Watched What is Virtual Machine? | Virtual Machines|Operating system|in urdu/hindi,https://www.youtube.com/watch?v=pby6NWHVFSE,2025-09-27T06:30:53.127Z,['YouTube'],,['YouTube watch history'],"[{'name': 'MK Academia ', 'url': 'https://www.youtube.com/channel/UChdnXV922Rc7T2p0djHz7BQ'}]",,2025-09-27 06:30:53.127000+00:00,2025-09-27,6,Saturday,MK Academia ,Watched What is Virtual Machine? | Virtual Machines|Operating system|in urdu/hindi,Video,,General Entertainment / Other,0
YouTube,Watched Lec-16 : What is Hypervisor | Types of Hypervisor,https://www.youtube.com/watch?v=73XTW67TOZ0,2025-09-27T06:30:13.502Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Gate Smashers', 'url': 'https://www.youtube.com/channel/UCJihyK0A38SZ6SdJirEdIOw'}]",,2025-09-27 06:30:13.502000+00:00,2025-09-27,6,Saturday,Gate Smashers,Watched Lec-16 : What is Hypervisor | Types of Hypervisor,Video,,General Entertainment / Other,0
YouTube,Watched OS 3: What is a Virtual Machine? Explained in detail.,https://www.youtube.com/watch?v=4fOdzspisyw,2025-09-27T06:07:30.054Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS & IT Tutorials by Vrushali 👩\u200d🎓', 'url': 'https://www.youtube.com/channel/UCapyHygDZ_pEJ5pwwZZKV3w'}]",,2025-09-27 06:07:30.054000+00:00,2025-09-27,6,Saturday,CS & IT Tutorials by Vrushali 👩‍🎓,Watched OS 3: What is a Virtual Machine? Explained in detail.,Video,,Data Science & Tech,1
YouTube,Watched What is Virtualization? | Hypervisor Types | Virtual Machines [HINDI],https://www.youtube.com/watch?v=BNTFJJMh2eU,2025-09-27T06:02:19.438Z,['YouTube'],,['YouTube watch history'],"[{'name': 'M Prashant', 'url': 'https://www.youtube.com/channel/UCmbNDD-DifF92QNbKvlF_SA'}]",,2025-09-27 06:02:19.438000+00:00,2025-09-27,6,Saturday,M Prashant,Watched What is Virtualization? | Hypervisor Types | Virtual Machines [HINDI],Video,,General Entertainment / Other,0
YouTube,Watched Train Your Ears for Fast English Speech 🧠🎧 || English Podcast for Listening Practice,https://www.youtube.com/watch?v=lf4E2zIcmmU,2025-09-27T04:43:07.065Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Learn English Lab', 'url': 'https://www.youtube.com/channel/UCeLhKOKrfr8MLNvO6b__HkA'}]",,2025-09-27 04:43:07.065000+00:00,2025-09-27,4,Saturday,Learn English Lab,Watched Train Your Ears for Fast English Speech 🧠🎧 || English Podcast for Listening Practice,Video,,Data Science & Tech,1
YouTube,Watched The Most Beautiful Naruto Piano Music: The Best of Sad and Emotional Soundtracks (Part 1),https://www.youtube.com/watch?v=oKAU7uBkofc,2025-09-25T18:40:40.564Z,['YouTube'],,['YouTube watch history'],"[{'name': 'PianoDeuss', 'url': 'https://www.youtube.com/channel/UCgMvjHTX7jn4iIKNHjIUJiw'}]",,2025-09-25 18:40:40.564000+00:00,2025-09-25,18,Thursday,PianoDeuss,Watched The Most Beautiful Naruto Piano Music: The Best of Sad and Emotional Soundtracks (Part 1),Video,,General Entertainment / Other,0
YouTube,Watched How to start presentations?| Presentation Skills| Five Tips For Presentation by Jaswant Sir,https://www.youtube.com/watch?v=QPt_CHcjDMU,2025-09-25T14:37:15.418Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Study with Jas', 'url': 'https://www.youtube.com/channel/UCAjcCJSsdg_U4yFV9zjjSxA'}]",,2025-09-25 14:37:15.418000+00:00,2025-09-25,14,Thursday,Study with Jas,Watched How to start presentations?| Presentation Skills| Five Tips For Presentation by Jaswant Sir,Video,,General Entertainment / Other,0
YouTube,Watched How to Speak Like A Top 1% CEO,https://www.youtube.com/watch?v=EtNFRU_OQOg,2025-09-25T14:26:06.275Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Dan Martell', 'url': 'https://www.youtube.com/channel/UCA-mWX9CvCTVFWRMb9bKc9w'}]",,2025-09-25 14:26:06.275000+00:00,2025-09-25,14,Thursday,Dan Martell,Watched How to Speak Like A Top 1% CEO,Video,,General Entertainment / Other,0
YouTube,Watched Data Structures: Singly Linked Lists and Doubly Linked lists implementation in C,https://www.youtube.com/watch?v=RCHGco2NvMk,2025-09-25T01:27:15.113Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Engineer Man', 'url': 'https://www.youtube.com/channel/UCrUL8K81R4VBzm-KOYwrcxQ'}]",,2025-09-25 01:27:15.113000+00:00,2025-09-25,1,Thursday,Engineer Man,Watched Data Structures: Singly Linked Lists and Doubly Linked lists implementation in C,Video,,Data Science & Tech,1
YouTube,Watched Linked list using c++#coding #cpp #algorithm #dsa #array #datastructures #coding #linkedlists,https://www.youtube.com/watch?v=OGCtfS1EIKA,2025-09-25T01:20:03.803Z,['YouTube'],,['YouTube watch history'],"[{'name': 'SkillDojo', 'url': 'https://www.youtube.com/channel/UC654rbZ46PtcShh0e3YcaNA'}]",,2025-09-25 01:20:03.803000+00:00,2025-09-25,1,Thursday,SkillDojo,Watched Linked list using c++#coding #cpp #algorithm #dsa #array #datastructures #coding #linkedlists,Video,,Data Science & Tech,1
YouTube,Watched Simple Linked List Implementation in C++ | Singly Linked List in C++ | C++ Placement Series #dsa,https://www.youtube.com/watch?v=F7U0mPbN7a4,2025-09-25T01:19:45.162Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Let Us Code Together', 'url': 'https://www.youtube.com/channel/UCvAvFdYN6NV3FSFltbshiNw'}]",,2025-09-25 01:19:45.162000+00:00,2025-09-25,1,Thursday,Let Us Code Together,Watched Simple Linked List Implementation in C++ | Singly Linked List in C++ | C++ Placement Series #dsa,Video,,General Entertainment / Other,0
YouTube,Watched Creating a Single Linked List (Part 1),https://www.youtube.com/watch?v=nxtDe6Gq4t4,2025-09-25T01:19:21.523Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Neso Academy', 'url': 'https://www.youtube.com/channel/UCQYMhOMi_Cdj1CEAU-fv80A'}]",,2025-09-25 01:19:21.523000+00:00,2025-09-25,1,Thursday,Neso Academy,Watched Creating a Single Linked List (Part 1),Video,,General Entertainment / Other,0
YouTube,Watched Program to create and display singly link list | c/c++language |#shorts #coding #ds #code,https://www.youtube.com/watch?v=q33i3--J408,2025-09-25T01:18:29.289Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Stuck n Solve', 'url': 'https://www.youtube.com/channel/UCD7I47sBuPsTVtF9UyuF3Uw'}]",,2025-09-25 01:18:29.289000+00:00,2025-09-25,1,Thursday,Stuck n Solve,Watched Program to create and display singly link list | c/c++language |#shorts #coding #ds #code,Video,,Data Science & Tech,1
YouTube,Watched Linked List in C Program,https://www.youtube.com/watch?v=llpu6VlWz0E,2025-09-25T01:17:26.047Z,['YouTube'],,['YouTube watch history'],"[{'name': 'BackCoding', 'url': 'https://www.youtube.com/channel/UCdAlFEVZZZ8dwAnIJZqDY2Q'}]",,2025-09-25 01:17:26.047000+00:00,2025-09-25,1,Thursday,BackCoding,Watched Linked List in C Program,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=vD5uyj0lDwo,https://www.youtube.com/watch?v=vD5uyj0lDwo,2025-09-24T23:54:14.691Z,['YouTube'],,['YouTube watch history'],,,2025-09-24 23:54:14.691000+00:00,2025-09-24,23,Wednesday,Unknown,Watched https://www.youtube.com/watch?v=vD5uyj0lDwo,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched Hilarious English presentation | Spoken English | How to give  presentation in English | WellTalk ,https://www.youtube.com/watch?v=qBgMIf9Osb8,2025-09-24T15:58:05.532Z,['YouTube'],,['YouTube watch history'],"[{'name': 'WellTalk Institute', 'url': 'https://www.youtube.com/channel/UCrvrKZACb0ooCb13xTrSOsg'}]",,2025-09-24 15:58:05.532000+00:00,2025-09-24,15,Wednesday,WellTalk Institute,Watched Hilarious English presentation | Spoken English | How to give  presentation in English | WellTalk ,Video,,General Entertainment / Other,0
YouTube,Watched #1 Communication Expert: If You Get Anxious Around Other People WATCH THIS!,https://www.youtube.com/watch?v=ru44DngJYoA,2025-09-24T14:13:44.391Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Jay Shetty Podcast', 'url': 'https://www.youtube.com/channel/UCbk_QsfaFZG6PdQeCvaYXJQ'}]",,2025-09-24 14:13:44.391000+00:00,2025-09-24,14,Wednesday,Jay Shetty Podcast,Watched #1 Communication Expert: If You Get Anxious Around Other People WATCH THIS!,Video,,General Entertainment / Other,0
YouTube,Watched What REALLY happens if you stop sugar for two weeks,https://www.youtube.com/watch?v=tqldDuN4Y5Y,2025-09-24T14:11:56.722Z,['YouTube'],,['YouTube watch history'],"[{'name': 'GrowFit Health ', 'url': 'https://www.youtube.com/channel/UC1hNweqj7zbShk1lkvr7a8w'}]",,2025-09-24 14:11:56.722000+00:00,2025-09-24,14,Wednesday,GrowFit Health ,Watched What REALLY happens if you stop sugar for two weeks,Video,,General Entertainment / Other,0
YouTube,Watched Deep Relaxing Hanuman Chalisa | Peaceful Meditation & Devotional Chant | DivineDailyVlogs,https://www.youtube.com/watch?v=csX9m51LJAg,2025-09-24T00:25:35.184Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Divine daily vlogs', 'url': 'https://www.youtube.com/channel/UCSUHLzVvhRkVflzDtJ31sjw'}]",,2025-09-24 00:25:35.184000+00:00,2025-09-24,0,Wednesday,Divine daily vlogs,Watched Deep Relaxing Hanuman Chalisa | Peaceful Meditation & Devotional Chant | DivineDailyVlogs,Video,,Data Science & Tech,1
YouTube,Watched Destroyer of All Negativity | Hanuman Chalisa Lyrics | हनुमान चालीसा | Powerful Divine Chant,https://www.youtube.com/watch?v=A9HcZJKDY2U,2025-09-23T17:59:06.119Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Dhun Diary', 'url': 'https://www.youtube.com/channel/UCBTiIJWG7pnFsXI7nutSF-Q'}]",,2025-09-23 17:59:06.119000+00:00,2025-09-23,17,Tuesday,Dhun Diary,Watched Destroyer of All Negativity | Hanuman Chalisa Lyrics | हनुमान चालीसा | Powerful Divine Chant,Video,,General Entertainment / Other,0
YouTube,Watched Get Addicted to Studying With This Brain Hack,https://www.youtube.com/watch?v=FHsLbZ7LIAY,2025-09-23T17:58:52.969Z,['YouTube'],,['YouTube watch history'],"[{'name': 'DEFOG', 'url': 'https://www.youtube.com/channel/UCUlYm_USZ-HHhfLIpN8_kug'}]",,2025-09-23 17:58:52.969000+00:00,2025-09-23,17,Tuesday,DEFOG,Watched Get Addicted to Studying With This Brain Hack,Video,,Data Science & Tech,1
YouTube,Watched Never Send These 3 Texts |  #shorts,https://www.youtube.com/watch?v=ZDdqTsOo8wM,2025-09-21T16:41:57.456Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Iron Man Lifestyle', 'url': 'https://www.youtube.com/channel/UCf07eBo_ZzNmhVeTRyJDJ3g'}]",,2025-09-21 16:41:57.456000+00:00,2025-09-21,16,Sunday,Iron Man Lifestyle,Watched Never Send These 3 Texts |  #shorts,Video,,General Entertainment / Other,0
YouTube,Watched Namami Shamishan | Powerful Shiva Mantra | नमामि शमीशान | Shravan Maas 2025,https://www.youtube.com/watch?v=hhgHjWFORyA,2025-09-20T23:50:57.207Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ashutosh Limbachiya Vlogs', 'url': 'https://www.youtube.com/channel/UChDxoM4ZiuS1y24H4vTiWyw'}]",,2025-09-20 23:50:57.207000+00:00,2025-09-20,23,Saturday,Ashutosh Limbachiya Vlogs,Watched Namami Shamishan | Powerful Shiva Mantra | नमामि शमीशान | Shravan Maas 2025,Video,,General Entertainment / Other,0
YouTube,Watched How to Install and Use Cursor AI Code Editor [ 2025 Update ] (AI Code EDITOR) Cursor AI Tutorial,https://www.youtube.com/watch?v=14Vcl7aq8tQ,2025-09-20T14:02:45.725Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Geeky Script', 'url': 'https://www.youtube.com/channel/UCZuB4nKWmba2GqmtjSrgKqA'}]",,2025-09-20 14:02:45.725000+00:00,2025-09-20,14,Saturday,Geeky Script,Watched How to Install and Use Cursor AI Code Editor [ 2025 Update ] (AI Code EDITOR) Cursor AI Tutorial,Video,,Data Science & Tech,1
YouTube,Watched Cursor Tutorial for Beginners (AI Code Editor),https://www.youtube.com/watch?v=ocMOZpuAMw4,2025-09-20T14:01:50.548Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Tech With Tim', 'url': 'https://www.youtube.com/channel/UC4JX40jDee_tINbkjycV4Sg'}]",,2025-09-20 14:01:50.548000+00:00,2025-09-20,14,Saturday,Tech With Tim,Watched Cursor Tutorial for Beginners (AI Code Editor),Video,,Data Science & Tech,1
YouTube,"Watched Communicate With Confidence - How to Speak with Clarity, Power, and Impact",https://www.youtube.com/watch?v=v00DUIxRX0c,2025-09-20T12:43:07.825Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Aleena Rais Live', 'url': 'https://www.youtube.com/channel/UCjLPS62jAAacLvpjsKT_7_w'}]",,2025-09-20 12:43:07.825000+00:00,2025-09-20,12,Saturday,Aleena Rais Live,"Watched Communicate With Confidence - How to Speak with Clarity, Power, and Impact",Video,,General Entertainment / Other,0
YouTube,Watched How to Fix Double Tap to Wake or Turn Off Screen Not Working on Xiaomi | Double Tap to Wake Screen,https://www.youtube.com/watch?v=GxsuZIttXWA,2025-09-20T12:36:11.190Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Tech Analytic 360', 'url': 'https://www.youtube.com/channel/UC-ohpR3pLd15k61GtkmCaQA'}]",,2025-09-20 12:36:11.190000+00:00,2025-09-20,12,Saturday,Tech Analytic 360,Watched How to Fix Double Tap to Wake or Turn Off Screen Not Working on Xiaomi | Double Tap to Wake Screen,Video,,General Entertainment / Other,0
YouTube,Watched poco double tap screen on off #tips #android #poco,https://www.youtube.com/watch?v=6D7eiukv5ig,2025-09-20T12:35:33.443Z,['YouTube'],,['YouTube watch history'],"[{'name': 'QuickTapAndroid ', 'url': 'https://www.youtube.com/channel/UCM5JsDt-K4ZuLD3h6t-3uVQ'}]",,2025-09-20 12:35:33.443000+00:00,2025-09-20,12,Saturday,QuickTapAndroid ,Watched poco double tap screen on off #tips #android #poco,Video,,General Entertainment / Other,0
YouTube,Watched Poco C 31 Double tap to turn off screen setting || Double tap to wake of turn off screen ||,https://www.youtube.com/watch?v=HQXwmCw2WFs,2025-09-20T12:32:58.271Z,['YouTube'],,['YouTube watch history'],"[{'name': '𝙎𝙖𝙢𝙙𝙖𝙧𝙨𝙝 𝘽𝙖𝙟𝙥𝙖𝙞 😎', 'url': 'https://www.youtube.com/channel/UCsLA20D9m3p0QVNcIVIQLmA'}]",,2025-09-20 12:32:58.271000+00:00,2025-09-20,12,Saturday,𝙎𝙖𝙢𝙙𝙖𝙧𝙨𝙝 𝘽𝙖𝙟𝙥𝙖𝙞 😎,Watched Poco C 31 Double tap to turn off screen setting || Double tap to wake of turn off screen ||,Video,,General Entertainment / Other,0
YouTube,"Watched Poco C3,C31 Touch Not Working Problem Solved #shorts",https://www.youtube.com/watch?v=mOkLxnH724Q,2025-09-20T12:32:50.327Z,['YouTube'],,['YouTube watch history'],"[{'name': 'PURPLE WINO', 'url': 'https://www.youtube.com/channel/UCP1pb1eYyg9iYbquQ6vVKEg'}]",,2025-09-20 12:32:50.327000+00:00,2025-09-20,12,Saturday,PURPLE WINO,"Watched Poco C3,C31 Touch Not Working Problem Solved #shorts",Video,,General Entertainment / Other,0
YouTube,Watched How to Master Business Metrics for Data Analysts,https://www.youtube.com/watch?v=NCfvd2wi1z0,2025-09-20T12:19:39.050Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Christine Jiang', 'url': 'https://www.youtube.com/channel/UC1BfD4tqpp-M7Y6zaAypupA'}]",,2025-09-20 12:19:39.050000+00:00,2025-09-20,12,Saturday,Christine Jiang,Watched How to Master Business Metrics for Data Analysts,Video,,Data Science & Tech,1
YouTube,Watched New Free Fire Setting ⚡ Poco C31 Sensi + Dpi #shorts #ytshorts #freefire,https://www.youtube.com/watch?v=5lo0pCMRVqo,2025-09-20T04:45:25.390Z,['YouTube'],,['YouTube watch history'],"[{'name': 'RelaxX OG', 'url': 'https://www.youtube.com/channel/UCsApxa6vYtChUVq81qiUs1Q'}]",,2025-09-20 04:45:25.390000+00:00,2025-09-20,4,Saturday,RelaxX OG,Watched New Free Fire Setting ⚡ Poco C31 Sensi + Dpi #shorts #ytshorts #freefire,Video,,General Entertainment / Other,0
YouTube,Watched Ob49 Update Best Sensitivity⚙️✅[ POCO MOBILE ] 100% Working Sensitivity 😱 Free Fire 🔥,https://www.youtube.com/watch?v=0wjTMXW5DeI,2025-09-20T04:45:02.848Z,['YouTube'],,['YouTube watch history'],"[{'name': 'TRX FF YT • ', 'url': 'https://www.youtube.com/channel/UCpVOnd-o97CHf4Yl5A-RBnQ'}]",,2025-09-20 04:45:02.848000+00:00,2025-09-20,4,Saturday,TRX FF YT • ,Watched Ob49 Update Best Sensitivity⚙️✅[ POCO MOBILE ] 100% Working Sensitivity 😱 Free Fire 🔥,Video,,General Entertainment / Other,0
YouTube,Watched Poco phone Headshot sensitivity settings for Free Fire #shorts #viral #free_fire_shorts,https://www.youtube.com/watch?v=XMJyTHvUaxM,2025-09-20T04:44:43.476Z,['YouTube'],,['YouTube watch history'],"[{'name': 'SENZO FF HERE', 'url': 'https://www.youtube.com/channel/UC2VgyL6uSSbr45CuKtbHYcg'}]",,2025-09-20 04:44:43.476000+00:00,2025-09-20,4,Saturday,SENZO FF HERE,Watched Poco phone Headshot sensitivity settings for Free Fire #shorts #viral #free_fire_shorts,Video,,General Entertainment / Other,0
YouTube,Watched 40 Most Asked HR Interview Questions and Answers | HR Interview Questions with Answers 2025,https://www.youtube.com/watch?v=zIm_k9j0C50,2025-09-20T03:56:46.677Z,['YouTube'],,['YouTube watch history'],"[{'name': 'upGrad', 'url': 'https://www.youtube.com/channel/UCO3pT4ZI8x2RVqYWxxcrZsw'}]",,2025-09-20 03:56:46.677000+00:00,2025-09-20,3,Saturday,upGrad,Watched 40 Most Asked HR Interview Questions and Answers | HR Interview Questions with Answers 2025,Video,,General Entertainment / Other,0
YouTube,Watched How to speak faster and clear #vocal #voice #vocalimage,https://www.youtube.com/watch?v=Dm1zrRi1VMM,2025-09-20T03:48:49.644Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Vocal Image', 'url': 'https://www.youtube.com/channel/UCnSzrXMpvNd7wMGue5Uty3A'}]",,2025-09-20 03:48:49.644000+00:00,2025-09-20,3,Saturday,Vocal Image,Watched How to speak faster and clear #vocal #voice #vocalimage,Video,,General Entertainment / Other,0
YouTube,"Watched If you speak too fast, practice this exercise #communication #exercise",https://www.youtube.com/watch?v=j6t0Ndb5QJE,2025-09-20T03:47:42.944Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Preston Chin', 'url': 'https://www.youtube.com/channel/UC4GVS93Suv72D3DyDMcbLsg'}]",,2025-09-20 03:47:42.944000+00:00,2025-09-20,3,Saturday,Preston Chin,"Watched If you speak too fast, practice this exercise #communication #exercise",Video,,General Entertainment / Other,0
YouTube,Watched Public Speaking Skills | Boost your Confidence | Ankur Warikoo,https://www.youtube.com/watch?v=savwVzZh5go,2025-09-20T03:47:25.764Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-09-20 03:47:25.764000+00:00,2025-09-20,3,Saturday,warikoo,Watched Public Speaking Skills | Boost your Confidence | Ankur Warikoo,Video,,General Entertainment / Other,0
YouTube,Watched How to Articulate Your Thoughts More Clearly Than 99% of People,https://www.youtube.com/watch?v=QZXE2-sFWxQ,2025-09-20T03:47:23.996Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Leila Hormozi', 'url': 'https://www.youtube.com/channel/UCxCcu9pet4dljrBLf8R5nwA'}]",,2025-09-20 03:47:23.996000+00:00,2025-09-20,3,Saturday,Leila Hormozi,Watched How to Articulate Your Thoughts More Clearly Than 99% of People,Video,,General Entertainment / Other,0
YouTube,Watched Complete MOCK INTERVIEW Demo! | Warikoo Careers Hindi,https://www.youtube.com/watch?v=eyI5WkbSckI,2025-09-20T03:28:48.655Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo careers', 'url': 'https://www.youtube.com/channel/UCVRqLKnUgC4BM3Vu7gZYQcw'}]",,2025-09-20 03:28:48.655000+00:00,2025-09-20,3,Saturday,warikoo careers,Watched Complete MOCK INTERVIEW Demo! | Warikoo Careers Hindi,Video,,General Entertainment / Other,0
YouTube,Watched 5 Secrets to Stop Stuttering & Speak More Clearly!,https://www.youtube.com/watch?v=6lfoYKUoYB0,2025-09-20T02:19:30.503Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Vinh Giang', 'url': 'https://www.youtube.com/channel/UC9K9Wnz6t4cLnCdTzAVrXqQ'}]",,2025-09-20 02:19:30.503000+00:00,2025-09-20,2,Saturday,Vinh Giang,Watched 5 Secrets to Stop Stuttering & Speak More Clearly!,Video,,General Entertainment / Other,0
YouTube,Watched Control Speed Of Speaking Using 3 Effective Steps | Speaking Skills Tips | Ankush Pare,https://www.youtube.com/watch?v=tSsLLViqEBE,2025-09-20T02:19:16.786Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ankush Pare -Stuttering, Stammering, Anxiety Coach', 'url': 'https://www.youtube.com/channel/UCsLQ4FO3PHfkE5ZtUF7FL-g'}]",,2025-09-20 02:19:16.786000+00:00,2025-09-20,2,Saturday,"Ankush Pare -Stuttering, Stammering, Anxiety Coach",Watched Control Speed Of Speaking Using 3 Effective Steps | Speaking Skills Tips | Ankush Pare,Video,,General Entertainment / Other,0
YouTube,Watched Computer Networking Full Course - OSI Model Deep Dive with Real Life Examples,https://www.youtube.com/watch?v=IPvYjXCsTg8,2025-09-02T16:11:23.182Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Kunal Kushwaha', 'url': 'https://www.youtube.com/channel/UCBGOUQHNNtNGcGzVq5rIXjw'}]",,2025-09-02 16:11:23.182000+00:00,2025-09-02,16,Tuesday,Kunal Kushwaha,Watched Computer Networking Full Course - OSI Model Deep Dive with Real Life Examples,Video,,Education & Exam Prep,1
YouTube,Watched MASTER the OSI Model in Just 5 Minutes! BEST EXPLANATION WITH ANIMATION,https://www.youtube.com/watch?v=8YkL_qc6ozc,2025-09-02T16:04:24.990Z,['YouTube'],,['YouTube watch history'],"[{'name': 'KnowledgeCatch', 'url': 'https://www.youtube.com/channel/UCsmxzYUpDZxpvwpO7L7YwcQ'}]",,2025-09-02 16:04:24.990000+00:00,2025-09-02,16,Tuesday,KnowledgeCatch,Watched MASTER the OSI Model in Just 5 Minutes! BEST EXPLANATION WITH ANIMATION,Video,,General Entertainment / Other,0
YouTube,Watched What is OSI Model | Real World Examples,https://www.youtube.com/watch?v=0y6FtKsg6J4,2025-09-02T15:54:25.990Z,['YouTube'],,['YouTube watch history'],"[{'name': 'ByteByteGo', 'url': 'https://www.youtube.com/channel/UCZgt6AzoyjslHTC9dz0UoTw'}]",,2025-09-02 15:54:25.990000+00:00,2025-09-02,15,Tuesday,ByteByteGo,Watched What is OSI Model | Real World Examples,Video,,Education & Exam Prep,1
