header,title,titleUrl,description,time,products,details,activityControls,timestamp,date,query,is_edu_search
YouTube,Visited market://details?id=com.msf.angelmobile,https://www.google.com/url?q=market://details%3Fid%3Dcom.msf.angelmobile&usg=AOvVaw1rfbUDR7KV22uY6-CHP44s,,2025-06-13T09:37:49.369Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 09:37:49.369000+00:00,2025-06-13,Visited market://details?id=com.msf.angelmobile,0
YouTube,Watched Triple Zero 16x9 C 1.0,https://www.youtube.com/watch?v=jsjwkJ6Pyo4,Watched at 15:07,2025-06-13T09:37:48.331Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 09:37:48.331000+00:00,2025-06-13,Watched Triple Zero 16x9 C 1.0,0
YouTube,Watched Sanjeev datta Feb Podcast Style 4 BnW,https://www.youtube.com/watch?v=hD_KhTsKxfk,Watched at 14:52,2025-06-13T09:22:44.129Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 09:22:44.129000+00:00,2025-06-13,Watched Sanjeev datta Feb Podcast Style 4 BnW,0
YouTube,Watched Testbook Pass Brand Video Full Hindi 45s 1200x628 with SRT,https://www.youtube.com/watch?v=M5ljpjg-I-I,Watched at 14:45,2025-06-13T09:15:45.752Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 09:15:45.752000+00:00,2025-06-13,Watched Testbook Pass Brand Video Full Hindi 45s 1200x628 with SRT,0
YouTube,Watched 42 LPA,https://www.youtube.com/watch?v=V8n1gCvcHxc,Watched at 14:40,2025-06-13T09:10:16.154Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 09:10:16.154000+00:00,2025-06-13,Watched 42 LPA,0
YouTube,Watched Video Ad 8 - Batch 1 - H2 - May 2024,https://www.youtube.com/watch?v=G6FQBONuTi4,Watched at 14:34,2025-06-13T09:04:12.941Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 09:04:12.941000+00:00,2025-06-13,Watched Video Ad 8 - Batch 1 - H2 - May 2024,0
YouTube,Watched Triple Zero 16x9 D 1.0,https://www.youtube.com/watch?v=9PoYzVEFdNo,Watched at 14:34,2025-06-13T09:04:08.677Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 09:04:08.677000+00:00,2025-06-13,Watched Triple Zero 16x9 D 1.0,0
YouTube,Watched Start your GATE preparation with PW - Join Now,https://www.youtube.com/watch?v=HgwJpIQhOXA,Watched at 14:29,2025-06-13T08:59:18.122Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 08:59:18.122000+00:00,2025-06-13,Watched Start your GATE preparation with PW - Join Now,0
YouTube,Watched SQL SD VS19 ARN 16x9,https://www.youtube.com/watch?v=m_b4jvMvU6s,Watched at 08:15,2025-06-13T02:45:25.936Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 02:45:25.936000+00:00,2025-06-13,Watched SQL SD VS19 ARN 16x9,1
YouTube,Watched SK Reel Video Ads 2 H2 - May 2025,https://www.youtube.com/watch?v=RJPGzxiDl58,Watched at 08:06,2025-06-13T02:36:42.255Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 02:36:42.255000+00:00,2025-06-13,Watched SK Reel Video Ads 2 H2 - May 2025,0
YouTube,Watched Free Fund Transfer 1,https://www.youtube.com/watch?v=pDjHoqsS8WE,Watched at 08:06,2025-06-13T02:36:37.088Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-13 02:36:37.088000+00:00,2025-06-13,Watched Free Fund Transfer 1,0
YouTube,Watched 16x9 Explore ETFs on Angel One Super App,https://www.youtube.com/watch?v=wHNgBSywbo0,Watched at 10:10,2025-06-11T04:40:16.653Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-11 04:40:16.653000+00:00,2025-06-11,Watched 16x9 Explore ETFs on Angel One Super App,0
YouTube,Watched Learn ChatGPT & other AI Tools just @₹9 in our 2 Hours workshop.,https://www.youtube.com/watch?v=KSoaZZo25yQ,Watched at 10:10,2025-06-11T04:40:11.955Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-11 04:40:11.955000+00:00,2025-06-11,Watched Learn ChatGPT & other AI Tools just @₹9 in our 2 Hours workshop.,1
YouTube,Searched for aptitude test preparation,https://www.youtube.com/results?search_query=aptitude+test+preparation,,2025-06-11T04:39:57.204Z,['YouTube'],,['YouTube search history'],2025-06-11 04:39:57.204000+00:00,2025-06-11,aptitude test preparation,0
YouTube,Searched for ll test questions 2025,https://www.youtube.com/results?search_query=ll+test+questions+2025,,2025-06-11T04:18:41.751Z,['YouTube'],,['YouTube search history'],2025-06-11 04:18:41.751000+00:00,2025-06-11,ll test questions 2025,0
YouTube,Searched for maths for pgcet tricks to solve each topics,https://www.youtube.com/results?search_query=maths+for+pgcet+tricks+to+solve+each+topics,,2025-06-10T11:09:14.604Z,['YouTube'],,['YouTube search history'],2025-06-10 11:09:14.604000+00:00,2025-06-10,maths for pgcet tricks to solve each topics,0
YouTube,Searched for dhyan yog habit,https://www.youtube.com/results?search_query=dhyan+yog+habit,,2025-06-10T02:07:32.772Z,['YouTube'],,['YouTube search history'],2025-06-10 02:07:32.772000+00:00,2025-06-10,dhyan yog habit,0
YouTube,Searched for dhyan yog,https://www.youtube.com/results?search_query=dhyan+yog,,2025-06-10T02:07:18.880Z,['YouTube'],,['YouTube search history'],2025-06-10 02:07:18.880000+00:00,2025-06-10,dhyan yog,0
YouTube,Searched for dhyan,https://www.youtube.com/results?search_query=dhyan,,2025-06-10T02:07:10.176Z,['YouTube'],,['YouTube search history'],2025-06-10 02:07:10.176000+00:00,2025-06-10,dhyan,0
YouTube,Watched 009 998 ProfileLockOG APAC IND Acq EN UAC 1080x1080 38s FB M0 60,https://www.youtube.com/watch?v=MZr808Fi7CY,Watched at 07:37,2025-06-10T02:07:02.242Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-10 02:07:02.242000+00:00,2025-06-10,Watched 009 998 ProfileLockOG APAC IND Acq EN UAC 1080x1080 38s FB M0 60,0
YouTube,Searched for seating arrangement reasoning tricks,https://www.youtube.com/results?search_query=seating+arrangement+reasoning+tricks,,2025-06-08T06:18:15.317Z,['YouTube'],,['YouTube search history'],2025-06-08 06:18:15.317000+00:00,2025-06-08,seating arrangement reasoning tricks,0
YouTube,Searched for blood relation reasoning tricks,https://www.youtube.com/results?search_query=blood+relation+reasoning+tricks,,2025-06-07T10:35:41.146Z,['YouTube'],,['YouTube search history'],2025-06-07 10:35:41.146000+00:00,2025-06-07,blood relation reasoning tricks,0
YouTube,Searched for hero honda splendor bike how to practice kick,https://www.youtube.com/results?search_query=hero+honda+splendor+bike+how+to+practice+kick,,2025-06-03T07:22:49.218Z,['YouTube'],,['YouTube search history'],2025-06-03 07:22:49.218000+00:00,2025-06-03,hero honda splendor bike how to practice kick,0
YouTube,Searched for hero honda splendor bike petrol key,https://www.youtube.com/results?search_query=hero+honda+splendor+bike+petrol+key,,2025-06-03T07:22:38.440Z,['YouTube'],,['YouTube search history'],2025-06-03 07:22:38.440000+00:00,2025-06-03,hero honda splendor bike petrol key,0
YouTube,Searched for hero honda splendor bike learning,https://www.youtube.com/results?search_query=hero+honda+splendor+bike+learning,,2025-06-03T07:16:54.592Z,['YouTube'],,['YouTube search history'],2025-06-03 07:16:54.592000+00:00,2025-06-03,hero honda splendor bike learning,1
YouTube,Watched Probability of You Getting in Top Paying Leadership Role,https://www.youtube.com/watch?v=HHABYnfl2Eo,Watched at 11:42,2025-06-03T06:12:07.661Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-03 06:12:07.661000+00:00,2025-06-03,Watched Probability of You Getting in Top Paying Leadership Role,0
YouTube,Watched 009 2267 HoliChromatic APAC IND Res EN PMax 1080x1920 30s Null FB M0 738,https://www.youtube.com/watch?v=4-Pm-QPPQuE,Watched at 11:36,2025-06-03T06:06:29.262Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-03 06:06:29.262000+00:00,2025-06-03,Watched 009 2267 HoliChromatic APAC IND Res EN PMax 1080x1920 30s Null FB M0 738,0
YouTube,Searched for directional sense logical reasoning,https://www.youtube.com/results?search_query=directional+sense+logical+reasoning,,2025-06-03T06:05:14.296Z,['YouTube'],,['YouTube search history'],2025-06-03 06:05:14.296000+00:00,2025-06-03,directional sense logical reasoning,0
YouTube,Watched Coding Ninjas 6 Month Job Bootcamp,https://www.youtube.com/watch?v=vkbKwWJpg30,Watched at 15:25,2025-06-01T09:55:45.730Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-06-01 09:55:45.730000+00:00,2025-06-01,Watched Coding Ninjas 6 Month Job Bootcamp,0
YouTube,Searched for face authentication it takes lot time?,https://www.youtube.com/results?search_query=face+authentication+it+takes+lot+time%3F,,2025-06-01T04:27:52.506Z,['YouTube'],,['YouTube search history'],2025-06-01 04:27:52.506000+00:00,2025-06-01,face authentication it takes lot time?,0
YouTube,Searched for ll test questions 2025,https://www.youtube.com/results?search_query=ll+test+questions+2025,,2025-06-01T03:36:53.995Z,['YouTube'],,['YouTube search history'],2025-06-01 03:36:53.995000+00:00,2025-06-01,ll test questions 2025,0
YouTube,Searched for ll test questions,https://www.youtube.com/results?search_query=ll+test+questions,,2025-06-01T03:36:47.298Z,['YouTube'],,['YouTube search history'],2025-06-01 03:36:47.298000+00:00,2025-06-01,ll test questions,0
YouTube,Searched for ll test questions,https://www.youtube.com/results?search_query=ll+test+questions,,2025-05-31T16:27:31.017Z,['YouTube'],,['YouTube search history'],2025-05-31 16:27:31.017000+00:00,2025-05-31,ll test questions,0
YouTube,Searched for directional sense logical reasoning,https://www.youtube.com/results?search_query=directional+sense+logical+reasoning,,2025-05-31T12:04:45.972Z,['YouTube'],,['YouTube search history'],2025-05-31 12:04:45.972000+00:00,2025-05-31,directional sense logical reasoning,0
YouTube,Searched for how to write the title in excel and wrap it up,https://www.youtube.com/results?search_query=how+to+write+the+title+in+excel+and+wrap+it+up,,2025-05-31T06:54:12.134Z,['YouTube'],,['YouTube search history'],2025-05-31 06:54:12.134000+00:00,2025-05-31,how to write the title in excel and wrap it up,1
YouTube,Searched for how to write the title in excel and wrap it up for not disturbing table,https://www.youtube.com/results?search_query=how+to+write+the+title+in+excel+and+wrap+it+up+for+not+disturbing+table,,2025-05-31T06:52:33.952Z,['YouTube'],,['YouTube search history'],2025-05-31 06:52:33.952000+00:00,2025-05-31,how to write the title in excel and wrap it up for not disturbing table,1
YouTube,Searched for zeher jalan gaddar kuku fm full episode,https://www.youtube.com/results?search_query=zeher+jalan+gaddar+kuku+fm+full+episode,,2025-05-31T06:12:38.938Z,['YouTube'],,['YouTube search history'],2025-05-31 06:12:38.938000+00:00,2025-05-31,zeher jalan gaddar kuku fm full episode,0
YouTube,Searched for data analytics mock interview,https://www.youtube.com/results?search_query=data+analytics+mock+interview,,2025-05-30T07:10:36.342Z,['YouTube'],,['YouTube search history'],2025-05-30 07:10:36.342000+00:00,2025-05-30,data analytics mock interview,1
YouTube,Searched for how to make heatmap in excel,https://www.youtube.com/results?search_query=how+to+make+heatmap+in+excel,,2025-05-29T06:37:32.873Z,['YouTube'],,['YouTube search history'],2025-05-29 06:37:32.873000+00:00,2025-05-29,how to make heatmap in excel,1
YouTube,Searched for exercise for belly fat,https://www.youtube.com/results?search_query=exercise+for+belly+fat,,2025-05-29T03:15:34.893Z,['YouTube'],,['YouTube search history'],2025-05-29 03:15:34.893000+00:00,2025-05-29,exercise for belly fat,0
YouTube,Searched for how to copy paste the formula in whole row having data of 7k in excel,https://www.youtube.com/results?search_query=how+to+copy+paste+the+formula+in+whole+row+having+data+of+7k+in+excel,,2025-05-28T11:03:13.731Z,['YouTube'],,['YouTube search history'],2025-05-28 11:03:13.731000+00:00,2025-05-28,how to copy paste the formula in whole row having data of 7k in excel,1
YouTube,Searched for how to copy paste the formula in whole row,https://www.youtube.com/results?search_query=how+to+copy+paste+the+formula+in+whole+row,,2025-05-28T10:59:21.351Z,['YouTube'],,['YouTube search history'],2025-05-28 10:59:21.351000+00:00,2025-05-28,how to copy paste the formula in whole row,0
YouTube,Watched Sawan WV - h1,https://www.youtube.com/watch?v=FgEEqiFaxSQ,Watched at 11:37,2025-05-28T06:07:25.705Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-28 06:07:25.705000+00:00,2025-05-28,Watched Sawan WV - h1,0
YouTube,Watched Do you want to get your child above 30L packages after their class 12th?,https://www.youtube.com/watch?v=C95n9Fvyo5c,Watched at 11:32,2025-05-28T06:02:09.233Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-28 06:02:09.233000+00:00,2025-05-28,Watched Do you want to get your child above 30L packages after their class 12th?,1
YouTube,Watched IELTS Band 8 at Rs 99,https://www.youtube.com/watch?v=nCgTZ4mL_DU,Watched at 11:26,2025-05-28T05:56:30.329Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-28 05:56:30.329000+00:00,2025-05-28,Watched IELTS Band 8 at Rs 99,0
YouTube,Searched for how to analyze the telco customer churn usning excel ,https://www.youtube.com/results?search_query=how+to+analyze+the+telco+customer+churn+usning+excel+,,2025-05-26T14:22:10.675Z,['YouTube'],,['YouTube search history'],2025-05-26 14:22:10.675000+00:00,2025-05-26,how to analyze the telco customer churn usning excel ,1
YouTube,Searched for public speaking leadership,https://www.youtube.com/results?search_query=public+speaking+leadership,,2025-05-26T13:39:54.237Z,['YouTube'],,['YouTube search history'],2025-05-26 13:39:54.237000+00:00,2025-05-26,public speaking leadership,0
YouTube,Searched for public speaking etiquette,https://www.youtube.com/results?search_query=public+speaking+etiquette,,2025-05-26T13:37:51.593Z,['YouTube'],,['YouTube search history'],2025-05-26 13:37:51.593000+00:00,2025-05-26,public speaking etiquette,0
YouTube,Searched for toastmasters in chennai,https://www.youtube.com/results?search_query=toastmasters+in+chennai,,2025-05-26T13:32:17.740Z,['YouTube'],,['YouTube search history'],2025-05-26 13:32:17.740000+00:00,2025-05-26,toastmasters in chennai,0
YouTube,Searched for clubs to improve communication skills in chenn,https://www.youtube.com/results?search_query=clubs+to+improve+communication+skills+in+chenn,,2025-05-26T13:30:26.071Z,['YouTube'],,['YouTube search history'],2025-05-26 13:30:26.071000+00:00,2025-05-26,clubs to improve communication skills in chenn,0
YouTube,Searched for clubs to improve communication skills,https://www.youtube.com/results?search_query=clubs+to+improve+communication+skills,,2025-05-26T13:30:02.680Z,['YouTube'],,['YouTube search history'],2025-05-26 13:30:02.680000+00:00,2025-05-26,clubs to improve communication skills,0
YouTube,Searched for telephone etiquette with clients in english,https://www.youtube.com/results?search_query=telephone+etiquette+with+clients+in+english,,2025-05-26T13:18:57.153Z,['YouTube'],,['YouTube search history'],2025-05-26 13:18:57.153000+00:00,2025-05-26,telephone etiquette with clients in english,0
YouTube,Searched for if u do factory reset of ur phone does it becomes new,https://www.youtube.com/results?search_query=if+u+do+factory+reset+of+ur+phone+does+it+becomes+new,,2025-05-26T08:28:28.828Z,['YouTube'],,['YouTube search history'],2025-05-26 08:28:28.828000+00:00,2025-05-26,if u do factory reset of ur phone does it becomes new,0
YouTube,Searched for @Anubhav_X_M,https://www.youtube.com/results?search_query=%40Anubhav_X_M,,2025-05-26T08:18:39.186Z,['YouTube'],,['YouTube search history'],2025-05-26 08:18:39.186000+00:00,2025-05-26,@Anubhav_X_M,0
YouTube,Searched for Anubhav_X_M,https://www.youtube.com/results?search_query=Anubhav_X_M,,2025-05-26T08:18:21.554Z,['YouTube'],,['YouTube search history'],2025-05-26 08:18:21.554000+00:00,2025-05-26,Anubhav_X_M,0
YouTube,Searched for anubhav mane,https://www.youtube.com/results?search_query=anubhav+mane,,2025-05-26T08:18:02.291Z,['YouTube'],,['YouTube search history'],2025-05-26 08:18:02.291000+00:00,2025-05-26,anubhav mane,0
YouTube,"Watched 2&3 BHK Apartments in Mahindra World City, Chennai",https://www.youtube.com/watch?v=0MxwD9vQswU,Watched at 19:56,2025-05-25T14:26:54.317Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 14:26:54.317000+00:00,2025-05-25,"Watched 2&3 BHK Apartments in Mahindra World City, Chennai",0
YouTube,Watched Arun IC Cone H,https://www.youtube.com/watch?v=hZbMB8FE8Sw,Watched at 19:49,2025-05-25T14:19:20.797Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 14:19:20.797000+00:00,2025-05-25,Watched Arun IC Cone H,0
YouTube,Watched Are you a parent and you don't know what to do after 10th & 12th class?,https://www.youtube.com/watch?v=cO1zylZOs_w,Watched at 19:40,2025-05-25T14:10:52.711Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 14:10:52.711000+00:00,2025-05-25,Watched Are you a parent and you don't know what to do after 10th & 12th class?,1
YouTube,Watched Unicorn,https://www.youtube.com/watch?v=IpwSkFjKAA8,Watched at 19:40,2025-05-25T14:10:35.499Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 14:10:35.499000+00:00,2025-05-25,Watched Unicorn,0
YouTube,Watched Advanced Programme in AI for Leaders | IIM Calcutta,https://www.youtube.com/watch?v=UZ5Lmtq_8c8,Watched at 19:22,2025-05-25T13:52:50.592Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 13:52:50.592000+00:00,2025-05-25,Watched Advanced Programme in AI for Leaders | IIM Calcutta,0
YouTube,Watched Admission Open | Sri Ramachandra Institute of Higher Education & Research | #SRIHER,https://www.youtube.com/watch?v=hKlMavD1LD8,Watched at 19:15,2025-05-25T13:45:57.199Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 13:45:57.199000+00:00,2025-05-25,Watched Admission Open | Sri Ramachandra Institute of Higher Education & Research | #SRIHER,0
YouTube,Watched Chandigarh University Engineering - Programs | Placements | Admissions | Scholarships | CUCET 2025,https://www.youtube.com/watch?v=NNdDnp8xAl4,Watched at 19:08,2025-05-25T13:38:59.601Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 13:38:59.601000+00:00,2025-05-25,Watched Chandigarh University Engineering - Programs | Placements | Admissions | Scholarships | CUCET 2025,0
YouTube,Watched Teacher Empowerment Workshop | Stop Teaching | Chitti,https://www.youtube.com/watch?v=BctlEHQbLoA,Watched at 18:59,2025-05-25T13:29:30.558Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 13:29:30.558000+00:00,2025-05-25,Watched Teacher Empowerment Workshop | Stop Teaching | Chitti,0
YouTube,Watched PY SD VS58 UV 9x16,https://www.youtube.com/watch?v=ctZjxOABVQc,Watched at 18:52,2025-05-25T13:22:20.534Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 13:22:20.534000+00:00,2025-05-25,Watched PY SD VS58 UV 9x16,0
YouTube,Watched First Job 16X9,https://www.youtube.com/watch?v=sHyRIsJ1TEM,Watched at 18:39,2025-05-25T13:09:21.062Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 13:09:21.062000+00:00,2025-05-25,Watched First Job 16X9,0
YouTube,Watched Admission Open | Sri Ramachandra Institute of Higher Education & Research | #SRIHER,https://www.youtube.com/watch?v=RlXyl-BD9H4,Watched at 18:39,2025-05-25T13:09:14.482Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-25 13:09:14.482000+00:00,2025-05-25,Watched Admission Open | Sri Ramachandra Institute of Higher Education & Research | #SRIHER,0
YouTube,Searched for telecomunication customer churn cleaning,https://www.youtube.com/results?search_query=telecomunication+customer+churn+cleaning,,2025-05-25T12:02:32.678Z,['YouTube'],,['YouTube search history'],2025-05-25 12:02:32.678000+00:00,2025-05-25,telecomunication customer churn cleaning,0
YouTube,Searched for telecomunication customer churn ,https://www.youtube.com/results?search_query=telecomunication+customer+churn+,,2025-05-25T12:02:13.668Z,['YouTube'],,['YouTube search history'],2025-05-25 12:02:13.668000+00:00,2025-05-25,telecomunication customer churn ,0
YouTube,Searched for how to make first column as header in excel,https://www.youtube.com/results?search_query=how+to+make+first+column+as+header+in+excel,,2025-05-25T11:48:09.087Z,['YouTube'],,['YouTube search history'],2025-05-25 11:48:09.087000+00:00,2025-05-25,how to make first column as header in excel,1
YouTube,Searched for how to seperatee cell width in excel,https://www.youtube.com/results?search_query=how+to+seperatee+cell+width+in+excel,,2025-05-25T11:43:34.317Z,['YouTube'],,['YouTube search history'],2025-05-25 11:43:34.317000+00:00,2025-05-25,how to seperatee cell width in excel,1
YouTube,Searched for how to make table separated in excel when they are together,https://www.youtube.com/results?search_query=how+to+make+table+separated+in+excel+when+they+are+together,,2025-05-25T11:41:46.408Z,['YouTube'],,['YouTube search history'],2025-05-25 11:41:46.408000+00:00,2025-05-25,how to make table separated in excel when they are together,1
YouTube,Searched for how  to make table seperated in excel ,https://www.youtube.com/results?search_query=how++to+make+table+seperated+in+excel+,,2025-05-25T11:40:41.625Z,['YouTube'],,['YouTube search history'],2025-05-25 11:40:41.625000+00:00,2025-05-25,how  to make table seperated in excel ,1
YouTube,Searched for Reasoning puzzles pgcet part 1,https://www.youtube.com/results?search_query=Reasoning+puzzles+pgcet+part+1,,2025-05-25T08:28:31.284Z,['YouTube'],,['YouTube search history'],2025-05-25 08:28:31.284000+00:00,2025-05-25,Reasoning puzzles pgcet part 1,0
YouTube,Searched for Reasoning puzzles pgcet,https://www.youtube.com/results?search_query=Reasoning+puzzles+pgcet,,2025-05-25T08:27:32.477Z,['YouTube'],,['YouTube search history'],2025-05-25 08:27:32.477000+00:00,2025-05-25,Reasoning puzzles pgcet,0
YouTube,Searched for Reasoning puzzles ,https://www.youtube.com/results?search_query=Reasoning+puzzles+,,2025-05-25T08:27:24.178Z,['YouTube'],,['YouTube search history'],2025-05-25 08:27:24.178000+00:00,2025-05-25,Reasoning puzzles ,0
YouTube,Searched for Reasoning ,https://www.youtube.com/results?search_query=Reasoning+,,2025-05-25T08:26:28.406Z,['YouTube'],,['YouTube search history'],2025-05-25 08:26:28.406000+00:00,2025-05-25,Reasoning ,0
YouTube,Searched for pgcet 2025 preparation for mca,https://www.youtube.com/results?search_query=pgcet+2025+preparation+for+mca,,2025-05-24T14:20:35.879Z,['YouTube'],,['YouTube search history'],2025-05-24 14:20:35.879000+00:00,2025-05-24,pgcet 2025 preparation for mca,0
YouTube,Watched PY SD VS58 UV 9x16,https://www.youtube.com/watch?v=ctZjxOABVQc,Watched at 12:36,2025-05-22T07:06:06.925Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-22 07:06:06.925000+00:00,2025-05-22,Watched PY SD VS58 UV 9x16,0
YouTube,"Watched Urbanrise The Lakes Edge: Luxury Lakefront Apartments in Madhavaram, Chennai",https://www.youtube.com/watch?v=LsGgFwfAQwc,Watched at 12:28,2025-05-22T06:58:02.093Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-22 06:58:02.093000+00:00,2025-05-22,"Watched Urbanrise The Lakes Edge: Luxury Lakefront Apartments in Madhavaram, Chennai",0
YouTube,Watched Dairy_16x9_NextOrder_10Sec,https://www.youtube.com/watch?v=sE33xii7hZc,Watched at 12:20,2025-05-22T06:50:14.247Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-22 06:50:14.247000+00:00,2025-05-22,Watched Dairy_16x9_NextOrder_10Sec,0
YouTube,Searched for mushroom recipes,https://www.youtube.com/results?search_query=mushroom+recipes,,2025-05-22T06:49:54.670Z,['YouTube'],,['YouTube search history'],2025-05-22 06:49:54.670000+00:00,2025-05-22,mushroom recipes,0
YouTube,Searched for data objects in sql,https://www.youtube.com/results?search_query=data+objects+in+sql,,2025-05-21T01:33:17.405Z,['YouTube'],,['YouTube search history'],2025-05-21 01:33:17.405000+00:00,2025-05-21,data objects in sql,1
YouTube,Searched for data objects,https://www.youtube.com/results?search_query=data+objects,,2025-05-21T01:33:08.161Z,['YouTube'],,['YouTube search history'],2025-05-21 01:33:08.161000+00:00,2025-05-21,data objects,1
YouTube,Searched for cross join in sql,https://www.youtube.com/results?search_query=cross+join+in+sql,,2025-05-21T01:23:48.056Z,['YouTube'],,['YouTube search history'],2025-05-21 01:23:48.056000+00:00,2025-05-21,cross join in sql,1
YouTube,Searched for joins in sql,https://www.youtube.com/results?search_query=joins+in+sql,,2025-05-21T01:08:00.652Z,['YouTube'],,['YouTube search history'],2025-05-21 01:08:00.652000+00:00,2025-05-21,joins in sql,1
YouTube,Searched for sql constraints in kannada,https://www.youtube.com/results?search_query=sql+constraints+in+kannada,,2025-05-20T13:55:07.768Z,['YouTube'],,['YouTube search history'],2025-05-20 13:55:07.768000+00:00,2025-05-20,sql constraints in kannada,1
YouTube,Searched for constraints in kannada,https://www.youtube.com/results?search_query=constraints+in+kannada,,2025-05-20T13:54:18.850Z,['YouTube'],,['YouTube search history'],2025-05-20 13:54:18.850000+00:00,2025-05-20,constraints in kannada,0
YouTube,Watched Do not Use Ms Excel without AI,https://www.youtube.com/watch?v=_5rG2rR-qQ4,Watched at 14:08,2025-05-15T08:38:58.027Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-15 08:38:58.027000+00:00,2025-05-15,Watched Do not Use Ms Excel without AI,1
YouTube,Watched Dairy_16x9_NextOrder_10Sec,https://www.youtube.com/watch?v=sE33xii7hZc,Watched at 14:08,2025-05-15T08:38:53.687Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",2025-05-15 08:38:53.687000+00:00,2025-05-15,Watched Dairy_16x9_NextOrder_10Sec,0
YouTube,Searched for how to open milkmade can if pin is broken,https://www.youtube.com/results?search_query=how+to+open+milkmade+can+if+pin+is+broken,,2025-05-15T08:38:49.664Z,['YouTube'],,['YouTube search history'],2025-05-15 08:38:49.664000+00:00,2025-05-15,how to open milkmade can if pin is broken,0
